,0
"('9_mirana', '16_sand_king', '19_tiny', '56_clinkz', '57_omniknight')",1
"('10_morphling', '20_vengefulspirit', '38_beastmaster', '74_invoker', '75_silencer')",1
"('3_bane', '19_tiny', '29_tidehunter', '35_sniper', '86_rubick')",1
"('3_bane', '18_sven', '23_kunkka', '88_nyx_assassin', '114_monkey_king')",1
"('16_sand_king', '17_storm_spirit', '42_skeleton_king', '90_keeper_of_the_light', '121_grimstroke')",1
"('3_bane', '14_pudge', '17_storm_spirit', '20_vengefulspirit', '56_clinkz')",1
"('18_sven', '25_lina', '60_night_stalker', '102_abaddon', '123_hoodwink')",1
"('25_lina', '67_spectre', '91_wisp', '100_tusk', '120_pangolier')",1
"('20_vengefulspirit', '38_beastmaster', '46_templar_assassin', '74_invoker', '75_silencer')",1
"('19_tiny', '25_lina', '71_spirit_breaker', '112_winter_wyvern', '128_snapfire')",1
"('3_bane', '55_dark_seer', '72_gyrocopter', '100_tusk', '106_ember_spirit')",1
"('36_necrolyte', '38_beastmaster', '86_rubick', '95_troll_warlord', '123_hoodwink')",1
"('25_lina', '35_sniper', '38_beastmaster', '39_queenofpain', '84_ogre_magi')",1
"('10_morphling', '20_vengefulspirit', '26_lion', '102_abaddon', '106_ember_spirit')",1
"('18_sven', '29_tidehunter', '49_dragon_knight', '101_skywrath_mage', '111_oracle')",1
"('21_windrunner', '72_gyrocopter', '74_invoker', '91_wisp', '129_mars')",1
"('18_sven', '20_vengefulspirit', '39_queenofpain', '58_enchantress', '129_mars')",1
"('10_morphling', '19_tiny', '21_windrunner', '38_beastmaster', '75_silencer')",1
"('41_faceless_void', '74_invoker', '97_magnataur', '101_skywrath_mage', '129_mars')",1
"('13_puck', '18_sven', '38_beastmaster', '57_omniknight', '123_hoodwink')",1
"('19_tiny', '23_kunkka', '26_lion', '38_beastmaster', '102_abaddon')",1
"('3_bane', '27_shadow_shaman', '38_beastmaster', '92_visage', '114_monkey_king')",1
"('4_bloodseeker', '19_tiny', '43_death_prophet', '63_weaver', '128_snapfire')",1
"('25_lina', '39_queenofpain', '94_medusa', '103_elder_titan', '104_legion_commander')",1
"('4_bloodseeker', '18_sven', '55_dark_seer', '72_gyrocopter', '79_shadow_demon')",1
"('46_templar_assassin', '79_shadow_demon', '104_legion_commander', '114_monkey_king', '121_grimstroke')",1
"('25_lina', '56_clinkz', '60_night_stalker', '78_brewmaster', '86_rubick')",1
"('4_bloodseeker', '103_elder_titan', '108_abyssal_underlord', '120_pangolier', '126_void_spirit')",1
"('8_juggernaut', '25_lina', '71_spirit_breaker', '104_legion_commander', '128_snapfire')",1
"('10_morphling', '27_shadow_shaman', '29_tidehunter', '75_silencer', '106_ember_spirit')",1
"('26_lion', '46_templar_assassin', '65_batrider', '77_lycan', '102_abaddon')",1
"('9_mirana', '16_sand_king', '72_gyrocopter', '73_alchemist', '114_monkey_king')",1
"('60_night_stalker', '64_jakiro', '79_shadow_demon', '94_medusa', '128_snapfire')",1
"('22_zuus', '51_rattletrap', '60_night_stalker', '67_spectre', '86_rubick')",1
"('46_templar_assassin', '64_jakiro', '84_ogre_magi', '114_monkey_king', '129_mars')",1
"('17_storm_spirit', '43_death_prophet', '51_rattletrap', '63_weaver', '110_phoenix')",1
"('26_lion', '41_faceless_void', '49_dragon_knight', '69_doom_bringer', '128_snapfire')",1
"('7_earthshaker', '19_tiny', '34_tinker', '75_silencer', '77_lycan')",1
"('16_sand_king', '46_templar_assassin', '48_luna', '63_weaver', '75_silencer')",1
"('8_juggernaut', '27_shadow_shaman', '47_viper', '49_dragon_knight', '71_spirit_breaker')",1
"('18_sven', '25_lina', '75_silencer', '129_mars', '128_snapfire')",1
"('17_storm_spirit', '72_gyrocopter', '75_silencer', '119_dark_willow', '135_dawnbreaker')",1
"('13_puck', '47_viper', '94_medusa', '102_abaddon', '114_monkey_king')",1
"('1_antimage', '39_queenofpain', '40_venomancer', '48_luna', '107_earth_spirit')",1
"('36_necrolyte', '38_beastmaster', '48_luna', '58_enchantress', '107_earth_spirit')",1
"('25_lina', '60_night_stalker', '87_disruptor', '88_nyx_assassin', '109_terrorblade')",1
"('4_bloodseeker', '10_morphling', '26_lion', '34_tinker', '47_viper')",1
"('15_razor', '19_tiny', '63_weaver', '75_silencer', '129_mars')",1
"('21_windrunner', '25_lina', '42_skeleton_king', '64_jakiro', '129_mars')",1
"('3_bane', '69_doom_bringer', '93_slark', '126_void_spirit', '128_snapfire')",1
"('38_beastmaster', '67_spectre', '84_ogre_magi', '86_rubick', '126_void_spirit')",1
"('7_earthshaker', '48_luna', '103_elder_titan', '106_ember_spirit', '119_dark_willow')",1
"('16_sand_king', '19_tiny', '38_beastmaster', '68_ancient_apparition', '79_shadow_demon')",1
"('21_windrunner', '70_ursa', '85_undying', '86_rubick', '129_mars')",1
"('21_windrunner', '41_faceless_void', '71_spirit_breaker', '89_naga_siren', '128_snapfire')",1
"('3_bane', '16_sand_king', '67_spectre', '86_rubick', '126_void_spirit')",1
"('23_kunkka', '29_tidehunter', '48_luna', '58_enchantress', '128_snapfire')",1
"('55_dark_seer', '70_ursa', '71_spirit_breaker', '92_visage', '106_ember_spirit')",1
"('42_skeleton_king', '79_shadow_demon', '129_mars', '126_void_spirit', '128_snapfire')",1
"('10_morphling', '29_tidehunter', '79_shadow_demon', '126_void_spirit', '128_snapfire')",1
"('10_morphling', '16_sand_king', '34_tinker', '80_lone_druid', '107_earth_spirit')",1
"('63_weaver', '85_undying', '94_medusa', '112_winter_wyvern', '126_void_spirit')",1
"('12_phantom_lancer', '23_kunkka', '87_disruptor', '91_wisp', '129_mars')",1
"('19_tiny', '34_tinker', '61_broodmother', '119_dark_willow', '129_mars')",1
"('7_earthshaker', '25_lina', '46_templar_assassin', '84_ogre_magi', '93_slark')",1
"('38_beastmaster', '51_rattletrap', '75_silencer', '94_medusa', '106_ember_spirit')",1
"('41_faceless_void', '52_leshrac', '68_ancient_apparition', '129_mars', '123_hoodwink')",1
"('3_bane', '73_alchemist', '87_disruptor', '120_pangolier', '129_mars')",1
"('8_juggernaut', '39_queenofpain', '87_disruptor', '101_skywrath_mage', '129_mars')",1
"('55_dark_seer', '71_spirit_breaker', '87_disruptor', '89_naga_siren', '114_monkey_king')",1
"('13_puck', '51_rattletrap', '70_ursa', '121_grimstroke', '129_mars')",1
"('7_earthshaker', '60_night_stalker', '79_shadow_demon', '103_elder_titan', '126_void_spirit')",1
"('77_lycan', '97_magnataur', '104_legion_commander', '119_dark_willow', '126_void_spirit')",1
"('41_faceless_void', '43_death_prophet', '75_silencer', '78_brewmaster', '128_snapfire')",1
"('40_venomancer', '64_jakiro', '93_slark', '126_void_spirit', '128_snapfire')",1
"('63_weaver', '67_spectre', '69_doom_bringer', '87_disruptor', '106_ember_spirit')",1
"('3_bane', '17_storm_spirit', '29_tidehunter', '63_weaver', '114_monkey_king')",1
"('3_bane', '10_morphling', '25_lina', '55_dark_seer', '71_spirit_breaker')",1
"('19_tiny', '104_legion_commander', '119_dark_willow', '126_void_spirit', '135_dawnbreaker')",1
"('104_legion_commander', '106_ember_spirit', '109_terrorblade', '112_winter_wyvern', '120_pangolier')",1
"('7_earthshaker', '10_morphling', '34_tinker', '77_lycan', '80_lone_druid')",1
"('25_lina', '29_tidehunter', '52_leshrac', '72_gyrocopter', '87_disruptor')",1
"('48_luna', '64_jakiro', '101_skywrath_mage', '119_dark_willow', '129_mars')",1
"('19_tiny', '69_doom_bringer', '86_rubick', '97_magnataur', '119_dark_willow')",1
"('17_storm_spirit', '26_lion', '29_tidehunter', '107_earth_spirit', '114_monkey_king')",1
"('23_kunkka', '26_lion', '29_tidehunter', '75_silencer', '109_terrorblade')",1
"('13_puck', '63_weaver', '67_spectre', '85_undying', '129_mars')",1
"('25_lina', '38_beastmaster', '70_ursa', '121_grimstroke', '123_hoodwink')",1
"('7_earthshaker', '16_sand_king', '17_storm_spirit', '50_dazzle', '67_spectre')",1
"('7_earthshaker', '43_death_prophet', '63_weaver', '67_spectre', '87_disruptor')",1
"('19_tiny', '32_riki', '55_dark_seer', '58_enchantress', '88_nyx_assassin')",1
"('3_bane', '36_necrolyte', '63_weaver', '67_spectre', '126_void_spirit')",1
"('84_ogre_magi', '86_rubick', '94_medusa', '129_mars', '126_void_spirit')",1
"('19_tiny', '33_enigma', '39_queenofpain', '69_doom_bringer', '75_silencer')",1
"('7_earthshaker', '8_juggernaut', '9_mirana', '129_mars', '128_snapfire')",1
"('25_lina', '26_lion', '73_alchemist', '99_bristleback', '101_skywrath_mage')",1
"('34_tinker', '59_huskar', '60_night_stalker', '101_skywrath_mage', '128_snapfire')",1
"('17_storm_spirit', '60_night_stalker', '86_rubick', '93_slark', '121_grimstroke')",1
"('7_earthshaker', '26_lion', '56_clinkz', '64_jakiro', '126_void_spirit')",1
"('2_axe', '13_puck', '53_furion', '75_silencer', '114_monkey_king')",1
"('13_puck', '37_warlock', '63_weaver', '67_spectre', '104_legion_commander')",1
"('25_lina', '26_lion', '94_medusa', '97_magnataur', '112_winter_wyvern')",1
"('10_morphling', '20_vengefulspirit', '96_centaur', '106_ember_spirit', '119_dark_willow')",1
"('1_antimage', '25_lina', '33_enigma', '72_gyrocopter', '129_mars')",1
"('42_skeleton_king', '50_dazzle', '54_life_stealer', '64_jakiro', '65_batrider')",1
"('19_tiny', '29_tidehunter', '48_luna', '75_silencer', '128_snapfire')",1
"('15_razor', '27_shadow_shaman', '53_furion', '99_bristleback', '123_hoodwink')",1
"('9_mirana', '48_luna', '110_phoenix', '112_winter_wyvern', '126_void_spirit')",1
"('18_sven', '60_night_stalker', '75_silencer', '111_oracle', '119_dark_willow')",1
"('4_bloodseeker', '12_phantom_lancer', '34_tinker', '47_viper', '119_dark_willow')",1
"('17_storm_spirit', '40_venomancer', '54_life_stealer', '103_elder_titan', '114_monkey_king')",1
"('22_zuus', '34_tinker', '38_beastmaster', '63_weaver', '67_spectre')",1
"('7_earthshaker', '69_doom_bringer', '91_wisp', '129_mars', '128_snapfire')",1
"('4_bloodseeker', '21_windrunner', '70_ursa', '72_gyrocopter', '103_elder_titan')",1
"('4_bloodseeker', '25_lina', '26_lion', '87_disruptor', '114_monkey_king')",1
"('44_phantom_assassin', '75_silencer', '97_magnataur', '129_mars', '126_void_spirit')",1
"('25_lina', '41_faceless_void', '55_dark_seer', '69_doom_bringer', '85_undying')",1
"('48_luna', '64_jakiro', '120_pangolier', '119_dark_willow', '129_mars')",1
"('6_drow_ranger', '25_lina', '103_elder_titan', '104_legion_commander', '123_hoodwink')",1
"('3_bane', '43_death_prophet', '48_luna', '69_doom_bringer', '107_earth_spirit')",1
"('26_lion', '60_night_stalker', '93_slark', '121_grimstroke', '126_void_spirit')",1
"('3_bane', '15_razor', '55_dark_seer', '70_ursa', '103_elder_titan')",1
"('25_lina', '29_tidehunter', '63_weaver', '89_naga_siren', '119_dark_willow')",1
"('25_lina', '71_spirit_breaker', '72_gyrocopter', '88_nyx_assassin', '123_hoodwink')",1
"('3_bane', '10_morphling', '17_storm_spirit', '68_ancient_apparition', '129_mars')",1
"('19_tiny', '68_ancient_apparition', '70_ursa', '74_invoker', '86_rubick')",1
"('10_morphling', '75_silencer', '97_magnataur', '119_dark_willow', '126_void_spirit')",1
"('63_weaver', '112_winter_wyvern', '119_dark_willow', '129_mars', '126_void_spirit')",1
"('3_bane', '36_necrolyte', '97_magnataur', '114_monkey_king', '126_void_spirit')",1
"('17_storm_spirit', '18_sven', '38_beastmaster', '90_keeper_of_the_light', '100_tusk')",1
"('16_sand_king', '103_elder_titan', '109_terrorblade', '105_techies', '129_mars')",1
"('1_antimage', '3_bane', '9_mirana', '106_ember_spirit', '120_pangolier')",1
"('14_pudge', '34_tinker', '64_jakiro', '79_shadow_demon', '114_monkey_king')",1
"('19_tiny', '38_beastmaster', '120_pangolier', '126_void_spirit', '128_snapfire')",1
"('20_vengefulspirit', '46_templar_assassin', '86_rubick', '106_ember_spirit', '112_winter_wyvern')",1
"('34_tinker', '54_life_stealer', '75_silencer', '102_abaddon', '114_monkey_king')",1
"('25_lina', '71_spirit_breaker', '72_gyrocopter', '91_wisp', '92_visage')",1
"('57_omniknight', '64_jakiro', '72_gyrocopter', '78_brewmaster', '90_keeper_of_the_light')",1
"('12_phantom_lancer', '75_silencer', '85_undying', '96_centaur', '126_void_spirit')",1
"('3_bane', '47_viper', '65_batrider', '71_spirit_breaker', '72_gyrocopter')",1
"('28_slardar', '57_omniknight', '86_rubick', '95_troll_warlord', '106_ember_spirit')",1
"('14_pudge', '36_necrolyte', '64_jakiro', '114_monkey_king', '121_grimstroke')",1
"('29_tidehunter', '52_leshrac', '57_omniknight', '90_keeper_of_the_light', '109_terrorblade')",1
"('19_tiny', '20_vengefulspirit', '25_lina', '31_lich', '41_faceless_void')",1
"('18_sven', '57_omniknight', '126_void_spirit', '128_snapfire', '123_hoodwink')",1
"('20_vengefulspirit', '52_leshrac', '56_clinkz', '86_rubick', '104_legion_commander')",1
"('26_lion', '43_death_prophet', '53_furion', '58_enchantress', '120_pangolier')",1
"('13_puck', '18_sven', '52_leshrac', '102_abaddon', '107_earth_spirit')",1
"('3_bane', '23_kunkka', '51_rattletrap', '55_dark_seer', '106_ember_spirit')",1
"('17_storm_spirit', '25_lina', '60_night_stalker', '72_gyrocopter', '80_lone_druid')",1
"('12_phantom_lancer', '17_storm_spirit', '88_nyx_assassin', '120_pangolier', '128_snapfire')",1
"('1_antimage', '3_bane', '19_tiny', '55_dark_seer', '88_nyx_assassin')",1
"('1_antimage', '2_axe', '3_bane', '68_ancient_apparition', '74_invoker')",1
"('7_earthshaker', '37_warlock', '55_dark_seer', '72_gyrocopter', '106_ember_spirit')",1
"('4_bloodseeker', '86_rubick', '88_nyx_assassin', '89_naga_siren', '106_ember_spirit')",1
"('4_bloodseeker', '12_phantom_lancer', '52_leshrac', '72_gyrocopter', '88_nyx_assassin')",1
"('17_storm_spirit', '20_vengefulspirit', '72_gyrocopter', '85_undying', '110_phoenix')",1
"('17_storm_spirit', '20_vengefulspirit', '67_spectre', '85_undying', '120_pangolier')",1
"('7_earthshaker', '10_morphling', '17_storm_spirit', '90_keeper_of_the_light', '102_abaddon')",1
"('25_lina', '38_beastmaster', '85_undying', '93_slark', '126_void_spirit')",1
"('16_sand_king', '25_lina', '60_night_stalker', '94_medusa', '102_abaddon')",1
"('16_sand_king', '18_sven', '68_ancient_apparition', '79_shadow_demon', '126_void_spirit')",1
"('6_drow_ranger', '65_batrider', '78_brewmaster', '79_shadow_demon', '83_treant')",1
"('26_lion', '43_death_prophet', '72_gyrocopter', '86_rubick', '104_legion_commander')",1
"('60_night_stalker', '64_jakiro', '72_gyrocopter', '79_shadow_demon', '106_ember_spirit')",1
"('3_bane', '25_lina', '29_tidehunter', '97_magnataur', '107_earth_spirit')",1
"('4_bloodseeker', '84_ogre_magi', '97_magnataur', '114_monkey_king', '123_hoodwink')",1
"('16_sand_king', '19_tiny', '25_lina', '97_magnataur', '121_grimstroke')",1
"('3_bane', '16_sand_king', '89_naga_siren', '119_dark_willow', '128_snapfire')",1
"('1_antimage', '43_death_prophet', '104_legion_commander', '121_grimstroke', '128_snapfire')",1
"('25_lina', '77_lycan', '114_monkey_king', '121_grimstroke', '128_snapfire')",1
"('11_nevermore', '19_tiny', '26_lion', '55_dark_seer', '114_monkey_king')",1
"('19_tiny', '21_windrunner', '43_death_prophet', '63_weaver', '100_tusk')",1
"('18_sven', '39_queenofpain', '66_chen', '88_nyx_assassin', '129_mars')",1
"('26_lion', '60_night_stalker', '63_weaver', '65_batrider', '85_undying')",1
"('27_shadow_shaman', '32_riki', '38_beastmaster', '121_grimstroke', '126_void_spirit')",1
"('3_bane', '4_bloodseeker', '77_lycan', '107_earth_spirit', '120_pangolier')",1
"('11_nevermore', '14_pudge', '20_vengefulspirit', '54_life_stealer', '87_disruptor')",1
"('14_pudge', '17_storm_spirit', '18_sven', '31_lich', '36_necrolyte')",1
"('7_earthshaker', '10_morphling', '20_vengefulspirit', '25_lina', '79_shadow_demon')",1
"('19_tiny', '52_leshrac', '63_weaver', '84_ogre_magi', '107_earth_spirit')",1
"('19_tiny', '21_windrunner', '72_gyrocopter', '106_ember_spirit', '108_abyssal_underlord')",1
"('9_mirana', '16_sand_king', '23_kunkka', '72_gyrocopter', '106_ember_spirit')",1
"('21_windrunner', '35_sniper', '92_visage', '119_dark_willow', '135_dawnbreaker')",1
"('25_lina', '38_beastmaster', '65_batrider', '75_silencer', '114_monkey_king')",1
"('4_bloodseeker', '21_windrunner', '79_shadow_demon', '87_disruptor', '93_slark')",1
"('41_faceless_void', '46_templar_assassin', '64_jakiro', '93_slark', '121_grimstroke')",1
"('26_lion', '41_faceless_void', '56_clinkz', '58_enchantress', '74_invoker')",1
"('16_sand_king', '20_vengefulspirit', '85_undying', '94_medusa', '107_earth_spirit')",1
"('8_juggernaut', '46_templar_assassin', '51_rattletrap', '101_skywrath_mage', '129_mars')",1
"('51_rattletrap', '55_dark_seer', '75_silencer', '114_monkey_king', '129_mars')",1
"('13_puck', '18_sven', '26_lion', '60_night_stalker', '85_undying')",1
"('7_earthshaker', '10_morphling', '25_lina', '39_queenofpain', '84_ogre_magi')",1
"('21_windrunner', '54_life_stealer', '71_spirit_breaker', '75_silencer', '79_shadow_demon')",1
"('3_bane', '9_mirana', '29_tidehunter', '43_death_prophet', '109_terrorblade')",1
"('20_vengefulspirit', '27_shadow_shaman', '36_necrolyte', '54_life_stealer', '75_silencer')",1
"('32_riki', '57_omniknight', '72_gyrocopter', '90_keeper_of_the_light', '108_abyssal_underlord')",1
"('20_vengefulspirit', '46_templar_assassin', '60_night_stalker', '90_keeper_of_the_light', '120_pangolier')",1
"('9_mirana', '16_sand_king', '18_sven', '75_silencer', '106_ember_spirit')",1
"('4_bloodseeker', '21_windrunner', '23_kunkka', '46_templar_assassin', '84_ogre_magi')",1
"('2_axe', '3_bane', '18_sven', '34_tinker', '63_weaver')",1
"('7_earthshaker', '17_storm_spirit', '70_ursa', '77_lycan', '90_keeper_of_the_light')",1
"('17_storm_spirit', '19_tiny', '21_windrunner', '44_phantom_assassin', '68_ancient_apparition')",1
"('20_vengefulspirit', '47_viper', '56_clinkz', '102_abaddon', '106_ember_spirit')",1
"('25_lina', '51_rattletrap', '67_spectre', '85_undying', '91_wisp')",1
"('21_windrunner', '26_lion', '60_night_stalker', '109_terrorblade', '126_void_spirit')",1
"('48_luna', '79_shadow_demon', '92_visage', '104_legion_commander', '121_grimstroke')",1
"('14_pudge', '20_vengefulspirit', '31_lich', '39_queenofpain', '94_medusa')",1
"('8_juggernaut', '34_tinker', '75_silencer', '114_monkey_king', '135_dawnbreaker')",1
"('12_phantom_lancer', '16_sand_king', '19_tiny', '53_furion', '87_disruptor')",1
"('17_storm_spirit', '94_medusa', '129_mars', '126_void_spirit', '128_snapfire')",1
"('8_juggernaut', '25_lina', '79_shadow_demon', '84_ogre_magi', '120_pangolier')",1
"('23_kunkka', '25_lina', '38_beastmaster', '85_undying', '93_slark')",1
"('13_puck', '26_lion', '38_beastmaster', '63_weaver', '70_ursa')",1
"('4_bloodseeker', '39_queenofpain', '69_doom_bringer', '68_ancient_apparition', '81_chaos_knight')",1
"('34_tinker', '81_chaos_knight', '90_keeper_of_the_light', '103_elder_titan', '120_pangolier')",1
"('29_tidehunter', '32_riki', '74_invoker', '83_treant', '112_winter_wyvern')",1
"('5_crystal_maiden', '9_mirana', '20_vengefulspirit', '106_ember_spirit', '109_terrorblade')",1
"('9_mirana', '23_kunkka', '38_beastmaster', '67_spectre', '84_ogre_magi')",1
"('4_bloodseeker', '16_sand_king', '46_templar_assassin', '90_keeper_of_the_light', '119_dark_willow')",1
